Seed_ID,Raw_Row_ID,Claim_ID,Column_Name,Issue_Type,Severity,Original_Value,Corrected_Value,Resolution
SEED-01737,74165,CLM074165,Channel,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
SEED-01738,23093,CLM023093,Channel,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
SEED-01739,62606,CLM062606,Channel,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
SEED-01740,37203,CLM037203,Channel,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
SEED-01741,17120,CLM017120,Channel,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
SEED-01742,21905,CLM021905,Channel,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
SEED-01743,55813,CLM055813,Channel,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
SEED-01744,32554,CLM032554,Channel,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
SEED-01745,37792,CLM037792,Channel,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
SEED-01746,48406,CLM048406,Channel,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
SEED-01747,47315,CLM047315,Channel,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
SEED-01748,47978,CLM047978,Channel,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
SEED-01749,36200,CLM036200,Channel,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
SEED-01750,44991,CLM044991,Channel,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
SEED-01751,17660,CLM017660,Channel,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
SEED-01752,50536,CLM050536,Channel,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
SEED-01753,1063,CLM001063,Channel,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
SEED-01754,3006,CLM003006,Channel,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
SEED-01755,6561,CLM006561,Channel,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
SEED-01756,66409,CLM066409,Channel,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
SEED-01757,58362,CLM058362,Channel,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
SEED-01758,43976,CLM043976,Channel,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
SEED-01759,12949,CLM012949,Channel,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
SEED-01760,73265,CLM073265,Channel,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
SEED-01761,22746,CLM022746,Channel,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
SEED-01762,74309,CLM074309,Channel,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
SEED-01763,24398,CLM024398,Channel,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
SEED-01764,17908,CLM017908,Channel,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
SEED-01765,31123,CLM031123,Channel,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
SEED-01766,4688,CLM004688,Channel,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
SEED-01767,13048,CLM013048,Channel,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
SEED-01768,50267,CLM050267,Channel,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
SEED-01769,48116,CLM048116,Channel,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
SEED-01770,1888,CLM001888,Channel,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
SEED-01771,60051,CLM060051,Channel,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
SEED-01772,47064,CLM047064,Channel,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
SEED-01773,21219,CLM021219,Channel,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
SEED-01774,3275,CLM003275,Channel,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
SEED-01775,45267,CLM045267,Channel,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
SEED-01776,43288,CLM043288,Channel,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
SEED-01777,4230,CLM004230,Channel,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
SEED-01778,13837,CLM013837,Channel,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
SEED-01779,16543,CLM016543,Channel,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
SEED-01780,21070,CLM021070,Channel,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
SEED-01781,34567,CLM034567,Claim_Type,Mixed Capitalization,Low,fire,Fire,Standardized capitalization
SEED-01782,68923,CLM068923,Claim_Type,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
SEED-01783,30592,CLM030592,Claim_Type,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
SEED-01784,24550,CLM024550,Claim_Type,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
SEED-01785,56058,CLM056058,Claim_Type,Mixed Capitalization,Low,liability,Liability,Standardized capitalization
SEED-01786,2154,CLM002154,Claim_Type,Mixed Capitalization,Low,weather,Weather,Standardized capitalization
SEED-01787,6812,CLM006812,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01788,41099,CLM041099,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01789,9311,CLM009311,Claim_Type,Mixed Capitalization,Low,liability,Liability,Standardized capitalization
SEED-01790,60382,CLM060382,Claim_Type,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
SEED-01791,41738,CLM041738,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01792,43673,CLM043673,Claim_Type,Mixed Capitalization,Low,accidental damage,Accidental Damage,Standardized capitalization
SEED-01793,32780,CLM032780,Claim_Type,Mixed Capitalization,Low,liability,Liability,Standardized capitalization
SEED-01794,35471,CLM035471,Claim_Type,Mixed Capitalization,Low,liability,Liability,Standardized capitalization
SEED-01795,36130,CLM036130,Claim_Type,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
SEED-01796,7960,CLM007960,Claim_Type,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
SEED-01797,74961,CLM074961,Claim_Type,Mixed Capitalization,Low,glass,Glass,Standardized capitalization
SEED-01798,346,CLM000346,Claim_Type,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
SEED-01799,33304,CLM033304,Claim_Type,Mixed Capitalization,Low,glass,Glass,Standardized capitalization
SEED-01800,63507,CLM063507,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01801,74835,CLM074835,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01802,17400,CLM017400,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01803,73959,CLM073959,Claim_Type,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
SEED-01804,64843,CLM064843,Claim_Type,Mixed Capitalization,Low,fire,Fire,Standardized capitalization
SEED-01805,10995,CLM010995,Claim_Type,Mixed Capitalization,Low,fire,Fire,Standardized capitalization
SEED-01806,20342,CLM020342,Claim_Type,Mixed Capitalization,Low,glass,Glass,Standardized capitalization
SEED-01807,27329,CLM027329,Claim_Type,Mixed Capitalization,Low,glass,Glass,Standardized capitalization
SEED-01808,27581,CLM027581,Claim_Type,Mixed Capitalization,Low,liability,Liability,Standardized capitalization
SEED-01809,36248,CLM036248,Claim_Type,Mixed Capitalization,Low,fire,Fire,Standardized capitalization
SEED-01810,30306,CLM030306,Claim_Type,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
SEED-01811,37914,CLM037914,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01812,32054,CLM032054,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01813,6974,CLM006974,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01814,6223,CLM006223,Claim_Type,Mixed Capitalization,Low,liability,Liability,Standardized capitalization
SEED-01815,23805,CLM023805,Claim_Type,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
SEED-01816,57735,CLM057735,Claim_Type,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
SEED-01817,19536,CLM019536,Claim_Type,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
SEED-01818,45877,CLM045877,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01819,13134,CLM013134,Claim_Type,Mixed Capitalization,Low,weather,Weather,Standardized capitalization
SEED-01820,43450,CLM043450,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01821,42508,CLM042508,Claim_Type,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
SEED-01822,73620,CLM073620,Claim_Type,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
SEED-01823,22550,CLM022550,Claim_Type,Mixed Capitalization,Low,fire,Fire,Standardized capitalization
SEED-01824,34778,CLM034778,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01825,26783,CLM026783,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01826,33663,CLM033663,Claim_Type,Mixed Capitalization,Low,glass,Glass,Standardized capitalization
SEED-01827,18752,CLM018752,Claim_Type,Mixed Capitalization,Low,liability,Liability,Standardized capitalization
SEED-01828,22345,CLM022345,Claim_Type,Mixed Capitalization,Low,fire,Fire,Standardized capitalization
SEED-01829,20192,CLM020192,Claim_Type,Mixed Capitalization,Low,glass,Glass,Standardized capitalization
SEED-01830,73172,CLM073172,Claim_Type,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
SEED-01831,42412,CLM042412,Claim_Type,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
SEED-01832,44556,CLM044556,Claim_Type,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
SEED-01833,73177,CLM073177,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01834,51902,CLM051902,Claim_Type,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
SEED-01835,23582,CLM023582,Claim_Type,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
SEED-01836,4388,CLM004388,Claim_Type,Mixed Capitalization,Low,fire,Fire,Standardized capitalization
SEED-01837,65198,CLM065198,Claim_Type,Mixed Capitalization,Low,weather,Weather,Standardized capitalization
SEED-01838,42855,CLM042855,Claim_Type,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
SEED-01839,74161,CLM074161,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01840,57684,CLM057684,Claim_Type,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
SEED-01841,43026,CLM043026,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01842,48336,CLM048336,Claim_Type,Mixed Capitalization,Low,fire,Fire,Standardized capitalization
SEED-01843,35030,CLM035030,Claim_Type,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
SEED-01844,10771,CLM010771,Claim_Type,Mixed Capitalization,Low,fire,Fire,Standardized capitalization
SEED-01845,58807,CLM058807,Claim_Type,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
SEED-01846,33649,CLM033649,Claim_Type,Mixed Capitalization,Low,weather,Weather,Standardized capitalization
SEED-01847,55996,CLM055996,Claim_Type,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
SEED-01848,72593,CLM072593,Claim_Type,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
SEED-01849,60753,CLM060753,Claim_Type,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
SEED-01850,34752,CLM034752,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01851,52437,CLM052437,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01852,17628,CLM017628,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01853,32267,CLM032267,Claim_Type,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
SEED-01854,11245,CLM011245,Claim_Type,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
SEED-01855,4778,CLM004778,Claim_Type,Mixed Capitalization,Low,fire,Fire,Standardized capitalization
SEED-01856,58759,CLM058759,Claim_Type,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
SEED-01857,65814,CLM065814,Claim_Type,Mixed Capitalization,Low,accidental damage,Accidental Damage,Standardized capitalization
SEED-01858,48483,CLM048483,Claim_Type,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
SEED-01859,68081,CLM068081,Claim_Type,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
SEED-01860,5308,CLM005308,Claim_Type,Mixed Capitalization,Low,weather,Weather,Standardized capitalization
SEED-01861,57719,CLM057719,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01862,27523,CLM027523,Claim_Type,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
SEED-01863,3574,CLM003574,Claim_Type,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
SEED-01864,15440,CLM015440,Claim_Type,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
SEED-01865,9175,CLM009175,Claim_Type,Mixed Capitalization,Low,weather,Weather,Standardized capitalization
SEED-01866,50952,CLM050952,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01867,60847,CLM060847,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01868,66289,CLM066289,Claim_Type,Mixed Capitalization,Low,accidental damage,Accidental Damage,Standardized capitalization
SEED-01869,33070,CLM033070,Claim_Type,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
SEED-01870,48332,CLM048332,Claim_Type,Mixed Capitalization,Low,liability,Liability,Standardized capitalization
SEED-01871,66479,CLM066479,Claim_Type,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
SEED-01872,42046,CLM042046,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01873,61560,CLM061560,Claim_Type,Mixed Capitalization,Low,glass,Glass,Standardized capitalization
SEED-01874,14391,CLM014391,Claim_Type,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
SEED-01875,57245,CLM057245,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01876,18430,CLM018430,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01877,70321,CLM070321,Claim_Type,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
SEED-01878,53488,CLM053488,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01879,58054,CLM058054,Claim_Type,Mixed Capitalization,Low,glass,Glass,Standardized capitalization
SEED-01880,11342,CLM011342,Claim_Type,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
SEED-01881,20236,CLM020236,Claim_Type,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
SEED-01882,30024,CLM030024,Claim_Type,Mixed Capitalization,Low,weather,Weather,Standardized capitalization
SEED-01883,17245,CLM017245,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01884,27569,CLM027569,Claim_Type,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
SEED-01885,49562,CLM049562,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01886,59255,CLM059255,Claim_Type,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
SEED-01887,8643,CLM008643,Claim_Type,Mixed Capitalization,Low,fire,Fire,Standardized capitalization
SEED-01888,18556,CLM018556,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01889,53528,CLM053528,Claim_Type,Mixed Capitalization,Low,weather,Weather,Standardized capitalization
SEED-01890,62702,CLM062702,Claim_Type,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
SEED-01891,47792,CLM047792,Claim_Type,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
SEED-01892,58278,CLM058278,Claim_Type,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
SEED-01893,7410,CLM007410,Claim_Type,Mixed Capitalization,Low,glass,Glass,Standardized capitalization
SEED-01894,9506,CLM009506,Claim_Type,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
SEED-01895,40257,CLM040257,Claim_Type,Mixed Capitalization,Low,weather,Weather,Standardized capitalization
SEED-01896,17517,CLM017517,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01897,60520,CLM060520,Claim_Type,Mixed Capitalization,Low,glass,Glass,Standardized capitalization
SEED-01898,23472,CLM023472,Claim_Type,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
SEED-01899,42110,CLM042110,Claim_Type,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
SEED-01900,8261,CLM008261,Claim_Type,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
SEED-01901,14503,CLM014503,Claim_Type,Invalid Claim Type,High,Impact Event,Liability,Restored from the valid Claim_Type_Key mapping
SEED-01902,23487,CLM023487,Claim_Type,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
SEED-01903,10772,CLM010772,Claim_Type,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
SEED-01904,46135,CLM046135,Claim_Type,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
SEED-01905,51813,CLM051813,Claim_Type,Invalid Claim Type,High,Impact Event,Accidental Damage,Restored from the valid Claim_Type_Key mapping
SEED-01906,73804,CLM073804,Claim_Type,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
SEED-01907,50521,CLM050521,Claim_Type,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
SEED-01908,62592,CLM062592,Claim_Type,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
SEED-01909,2013,CLM002013,Claim_Type,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
SEED-01910,22487,CLM022487,Claim_Type,Invalid Claim Type,High,Impact Event,Flood,Restored from the valid Claim_Type_Key mapping
SEED-01911,19626,CLM019626,Claim_Type,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
SEED-01912,1521,CLM001521,Claim_Type,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
SEED-01913,71849,CLM071849,Claim_Type,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
SEED-01914,18608,CLM018608,Claim_Type,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
SEED-01915,58900,CLM058900,Claim_Type,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
SEED-01916,30205,CLM030205,Claim_Type,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
SEED-01917,40916,CLM040916,Claim_Type,Invalid Claim Type,High,Impact Event,Flood,Restored from the valid Claim_Type_Key mapping
SEED-01918,46082,CLM046082,Claim_Type,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
SEED-01919,62104,CLM062104,Claim_Type,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
SEED-01920,31579,CLM031579,Claim_Type,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
SEED-01921,9814,CLM009814,Claim_Type,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
SEED-01922,54106,CLM054106,Claim_Type,Invalid Claim Type,High,Impact Event,Liability,Restored from the valid Claim_Type_Key mapping
SEED-01923,57388,CLM057388,Claim_Type,Invalid Claim Type,High,Impact Event,Fire,Restored from the valid Claim_Type_Key mapping
SEED-01924,41172,CLM041172,Claim_Type,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
SEED-01925,74103,CLM074103,Claim_Type,Invalid Claim Type,High,Impact Event,Flood,Restored from the valid Claim_Type_Key mapping
SEED-01926,25763,CLM025763,Claim_Type,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
SEED-01927,4234,CLM004234,Claim_Type,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
SEED-01928,42974,CLM042974,Claim_Type,Invalid Claim Type,High,Impact Event,Weather,Restored from the valid Claim_Type_Key mapping
SEED-01929,6364,CLM006364,Claim_Type,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
SEED-01930,60778,CLM060778,Claim_Type,Invalid Claim Type,High,Impact Event,Weather,Restored from the valid Claim_Type_Key mapping
SEED-01931,4527,CLM004527,Claim_Type,Invalid Claim Type,High,Impact Event,Liability,Restored from the valid Claim_Type_Key mapping
SEED-01932,6252,CLM006252,Claim_Type,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
SEED-01933,9325,CLM009325,Claim_Type,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
SEED-01934,33291,CLM033291,Claim_Type,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
SEED-01935,15627,CLM015627,Claim_Type,Invalid Claim Type,High,Impact Event,Flood,Restored from the valid Claim_Type_Key mapping
SEED-01936,35035,CLM035035,Claim_Type,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
SEED-01937,28040,CLM028040,Claim_Type,Invalid Claim Type,High,Impact Event,Liability,Restored from the valid Claim_Type_Key mapping
SEED-01938,40751,CLM040751,Claim_Type,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
SEED-01939,9892,CLM009892,Claim_Type,Invalid Claim Type,High,Impact Event,Accidental Damage,Restored from the valid Claim_Type_Key mapping
SEED-01940,29676,CLM029676,Claim_Type,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
SEED-01941,35644,CLM035644,Claim_Type,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
SEED-01942,9432,CLM009432,Claim_Type,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
SEED-01943,46241,CLM046241,Claim_Type,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
SEED-01944,49402,CLM049402,Claim_Type,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
SEED-01945,16829,CLM016829,Claim_Type,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
SEED-01946,74279,CLM074279,Claim_Type,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
SEED-01947,22262,CLM022262,Claim_Type,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
SEED-01948,28638,CLM028638,Claim_Type,Invalid Claim Type,High,Impact Event,Liability,Restored from the valid Claim_Type_Key mapping
SEED-01949,12789,CLM012789,Claim_Type,Invalid Claim Type,High,Impact Event,Weather,Restored from the valid Claim_Type_Key mapping
SEED-01950,34241,CLM034241,Claim_Type,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
SEED-01951,23848,CLM023848,Claim_Type,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
SEED-01952,52289,CLM052289,Claim_Type,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
SEED-01953,69586,CLM069586,Claim_Type,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
SEED-01954,58896,CLM058896,Claim_Type,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
SEED-01955,51623,CLM051623,Claim_Type,Invalid Claim Type,High,Impact Event,Fire,Restored from the valid Claim_Type_Key mapping
SEED-01956,38813,CLM038813,Claim_Type,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
SEED-01957,35417,CLM035417,Claim_Type,Invalid Claim Type,High,Impact Event,Liability,Restored from the valid Claim_Type_Key mapping
SEED-01958,20075,CLM020075,Claim_Type,Invalid Claim Type,High,Impact Event,Weather,Restored from the valid Claim_Type_Key mapping
SEED-01959,33471,CLM033471,Claim_Type,Invalid Claim Type,High,Impact Event,Liability,Restored from the valid Claim_Type_Key mapping
SEED-01960,35611,CLM035611,Claim_Type,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
SEED-01961,38847,CLM038847,Claim_Type,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
SEED-01962,31710,CLM031710,Claim_Type,Invalid Claim Type,High,Impact Event,Weather,Restored from the valid Claim_Type_Key mapping
SEED-01963,60990,CLM060990,Claim_Type,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
SEED-01964,23719,CLM023719,Claim_Type,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
SEED-01965,3838,CLM003838,Claim_Type,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
SEED-01966,50763,CLM050763,Claim_Type,Invalid Claim Type,High,Impact Event,Flood,Restored from the valid Claim_Type_Key mapping
SEED-01967,68997,CLM068997,Claim_Type,Invalid Claim Type,High,Impact Event,Accidental Damage,Restored from the valid Claim_Type_Key mapping
SEED-01968,34130,CLM034130,Claim_Type,Invalid Claim Type,High,Impact Event,Liability,Restored from the valid Claim_Type_Key mapping
SEED-01969,39300,CLM039300,Claim_Type,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
SEED-01970,73387,CLM073387,Claim_Type,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
SEED-01971,17801,CLM017801,Claim_Type,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
SEED-01972,3729,CLM003729,Claim_Type,Invalid Claim Type,High,Impact Event,Collision,Restored from the valid Claim_Type_Key mapping
SEED-01973,70423,CLM070423,Claim_Type,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
SEED-01974,52056,CLM052056,Claim_Type,Invalid Claim Type,High,Impact Event,Liability,Restored from the valid Claim_Type_Key mapping
SEED-01975,18012,CLM018012,Claim_Type,Invalid Claim Type,High,Impact Event,Flood,Restored from the valid Claim_Type_Key mapping
SEED-01976,42182,CLM042182,Claim_Type,Invalid Claim Type,High,Impact Event,Fire,Restored from the valid Claim_Type_Key mapping
SEED-01977,14965,CLM014965,Claim_Type,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
SEED-01978,31759,CLM031759,Claim_Type,Invalid Claim Type,High,Impact Event,Hail,Restored from the valid Claim_Type_Key mapping
SEED-01979,7496,CLM007496,Claim_Type,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
SEED-01980,32614,CLM032614,Claim_Type,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
