Issue_ID,Claim_ID,Issue_Type,Severity,Original_Value,Corrected_Value,Resolution
DQ-01607,CLM071171,Future Settlement Date,Critical,2026-10-25,<blank>,Restored the valid settlement date or blank open-claim state
DQ-01608,CLM039452,Future Settlement Date,Critical,2026-11-11,2024-10-14,Restored the valid settlement date or blank open-claim state
DQ-01609,CLM013548,Future Settlement Date,Critical,2026-09-19,2026-01-10,Restored the valid settlement date or blank open-claim state
DQ-01610,CLM044828,Future Settlement Date,Critical,2026-10-11,2024-06-23,Restored the valid settlement date or blank open-claim state
DQ-01611,CLM074539,Future Settlement Date,Critical,2026-11-04,2026-08-09,Restored the valid settlement date or blank open-claim state
DQ-01612,CLM007788,Future Settlement Date,Critical,2026-09-29,2025-05-15,Restored the valid settlement date or blank open-claim state
DQ-01613,CLM034015,Future Settlement Date,Critical,2026-10-24,2024-06-19,Restored the valid settlement date or blank open-claim state
DQ-01614,CLM014138,Future Settlement Date,Critical,2026-11-18,2026-01-28,Restored the valid settlement date or blank open-claim state
DQ-01615,CLM049451,Future Settlement Date,Critical,2026-11-14,2024-10-22,Restored the valid settlement date or blank open-claim state
DQ-01616,CLM032801,Future Settlement Date,Critical,2026-10-13,2024-11-03,Restored the valid settlement date or blank open-claim state
DQ-01617,CLM049381,Future Settlement Date,Critical,2026-09-07,2026-01-29,Restored the valid settlement date or blank open-claim state
DQ-01618,CLM007689,Future Settlement Date,Critical,2026-10-24,2024-10-15,Restored the valid settlement date or blank open-claim state
DQ-01619,CLM055457,Future Settlement Date,Critical,2026-09-04,2025-12-28,Restored the valid settlement date or blank open-claim state
DQ-01620,CLM035481,Future Settlement Date,Critical,2026-09-23,<blank>,Restored the valid settlement date or blank open-claim state
DQ-01621,CLM029937,Future Settlement Date,Critical,2026-09-23,2026-05-27,Restored the valid settlement date or blank open-claim state
DQ-01622,CLM070875,Future Settlement Date,Critical,2026-09-16,2025-12-13,Restored the valid settlement date or blank open-claim state
DQ-01623,CLM030434,Future Settlement Date,Critical,2026-10-19,2025-12-07,Restored the valid settlement date or blank open-claim state
DQ-01624,CLM056935,Future Settlement Date,Critical,2026-09-03,2024-08-24,Restored the valid settlement date or blank open-claim state
DQ-01625,CLM031747,Future Settlement Date,Critical,2026-10-23,<blank>,Restored the valid settlement date or blank open-claim state
DQ-01626,CLM023353,Future Settlement Date,Critical,2026-11-13,2024-08-20,Restored the valid settlement date or blank open-claim state
DQ-01627,CLM029897,Future Settlement Date,Critical,2026-11-20,2025-12-02,Restored the valid settlement date or blank open-claim state
DQ-01628,CLM071288,Future Settlement Date,Critical,2026-11-06,2025-10-28,Restored the valid settlement date or blank open-claim state
DQ-01629,CLM031737,Future Settlement Date,Critical,2026-11-12,<blank>,Restored the valid settlement date or blank open-claim state
DQ-01630,CLM021215,Future Settlement Date,Critical,2026-11-14,2024-09-26,Restored the valid settlement date or blank open-claim state
DQ-01631,CLM068844,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01632,CLM031201,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01633,CLM014234,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01634,CLM061302,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01635,CLM060469,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01636,CLM067438,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01637,CLM014461,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01638,CLM064611,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01639,CLM005159,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01640,CLM005142,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01641,CLM013711,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01642,CLM042887,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01643,CLM025327,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01644,CLM038908,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01645,CLM061043,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01646,CLM046244,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01647,CLM038059,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01648,CLM070684,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01649,CLM055555,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01650,CLM038745,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01651,CLM028168,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01652,CLM066911,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01653,CLM003391,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01654,CLM006307,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01655,CLM064491,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01656,CLM003545,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01657,CLM074606,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01658,CLM024323,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01659,CLM050111,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01660,CLM038712,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01661,CLM069210,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01662,CLM051968,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01663,CLM010523,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01664,CLM037878,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01665,CLM030717,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01666,CLM064244,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01667,CLM055486,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01668,CLM062951,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01669,CLM052495,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01670,CLM001339,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01671,CLM050992,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01672,CLM070319,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01673,CLM001346,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01674,CLM007191,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01675,CLM022719,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01676,CLM011146,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01677,CLM018735,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01678,CLM060715,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01679,CLM045568,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01680,CLM066127,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01681,CLM031692,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01682,CLM040792,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01683,CLM035206,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01684,CLM062159,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01685,CLM014964,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01686,CLM074788,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01687,CLM023486,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01688,CLM040896,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01689,CLM066555,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01690,CLM030198,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01691,CLM045153,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01692,CLM054199,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01693,CLM018401,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01694,CLM028802,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01695,CLM022834,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01696,CLM007622,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01697,CLM070909,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01698,CLM040375,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01699,CLM071930,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01700,CLM023451,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01701,CLM024725,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01702,CLM070090,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01703,CLM039683,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01704,CLM040262,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01705,CLM050451,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01706,CLM064801,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01707,CLM044629,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01708,CLM041098,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01709,CLM069519,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01710,CLM050133,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01711,CLM003627,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01712,CLM005832,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01713,CLM065489,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01714,CLM030903,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01715,CLM054518,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01716,CLM062997,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01717,CLM015524,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01718,CLM029275,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01719,CLM011363,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01720,CLM045032,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01721,CLM042256,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01722,CLM027573,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01723,CLM018339,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01724,CLM068944,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01725,CLM019091,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01726,CLM005898,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01727,CLM022229,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01728,CLM069094,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01729,CLM031377,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01730,CLM058888,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01731,CLM006060,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01732,CLM047545,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01733,CLM002353,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01734,CLM009857,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01735,CLM072614,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01736,CLM061501,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01737,CLM074165,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01738,CLM023093,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01739,CLM062606,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01740,CLM037203,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01741,CLM017120,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01742,CLM021905,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01743,CLM055813,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01744,CLM032554,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01745,CLM037792,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01746,CLM048406,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01747,CLM047315,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01748,CLM047978,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01749,CLM036200,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01750,CLM044991,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01751,CLM017660,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01752,CLM050536,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01753,CLM001063,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01754,CLM003006,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01755,CLM006561,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01756,CLM066409,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01757,CLM058362,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01758,CLM043976,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01759,CLM012949,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01760,CLM073265,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01761,CLM022746,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01762,CLM074309,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01763,CLM024398,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01764,CLM017908,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01765,CLM031123,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01766,CLM004688,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01767,CLM013048,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01768,CLM050267,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01769,CLM048116,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01770,CLM001888,Whitespace,Low,  Call Centre ,Call Centre,Trimmed leading and trailing whitespace
DQ-01771,CLM060051,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01772,CLM047064,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01773,CLM021219,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01774,CLM003275,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01775,CLM045267,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01776,CLM043288,Whitespace,Low,  Broker ,Broker,Trimmed leading and trailing whitespace
DQ-01777,CLM004230,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01778,CLM013837,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01779,CLM016543,Whitespace,Low,  Direct ,Direct,Trimmed leading and trailing whitespace
DQ-01780,CLM021070,Whitespace,Low,  Digital ,Digital,Trimmed leading and trailing whitespace
DQ-01781,CLM034567,Mixed Capitalization,Low,fire,Fire,Standardized capitalization
DQ-01782,CLM068923,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
DQ-01783,CLM030592,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
DQ-01784,CLM024550,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
DQ-01785,CLM056058,Mixed Capitalization,Low,liability,Liability,Standardized capitalization
DQ-01786,CLM002154,Mixed Capitalization,Low,weather,Weather,Standardized capitalization
DQ-01787,CLM006812,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01788,CLM041099,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01789,CLM009311,Mixed Capitalization,Low,liability,Liability,Standardized capitalization
DQ-01790,CLM060382,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
DQ-01791,CLM041738,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01792,CLM043673,Mixed Capitalization,Low,accidental damage,Accidental Damage,Standardized capitalization
DQ-01793,CLM032780,Mixed Capitalization,Low,liability,Liability,Standardized capitalization
DQ-01794,CLM035471,Mixed Capitalization,Low,liability,Liability,Standardized capitalization
DQ-01795,CLM036130,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
DQ-01796,CLM007960,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
DQ-01797,CLM074961,Mixed Capitalization,Low,glass,Glass,Standardized capitalization
DQ-01798,CLM000346,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
DQ-01799,CLM033304,Mixed Capitalization,Low,glass,Glass,Standardized capitalization
DQ-01800,CLM063507,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01801,CLM074835,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01802,CLM017400,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01803,CLM073959,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
DQ-01804,CLM064843,Mixed Capitalization,Low,fire,Fire,Standardized capitalization
DQ-01805,CLM010995,Mixed Capitalization,Low,fire,Fire,Standardized capitalization
DQ-01806,CLM020342,Mixed Capitalization,Low,glass,Glass,Standardized capitalization
DQ-01807,CLM027329,Mixed Capitalization,Low,glass,Glass,Standardized capitalization
DQ-01808,CLM027581,Mixed Capitalization,Low,liability,Liability,Standardized capitalization
DQ-01809,CLM036248,Mixed Capitalization,Low,fire,Fire,Standardized capitalization
DQ-01810,CLM030306,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
DQ-01811,CLM037914,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01812,CLM032054,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01813,CLM006974,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01814,CLM006223,Mixed Capitalization,Low,liability,Liability,Standardized capitalization
DQ-01815,CLM023805,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
DQ-01816,CLM057735,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
DQ-01817,CLM019536,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
DQ-01818,CLM045877,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01819,CLM013134,Mixed Capitalization,Low,weather,Weather,Standardized capitalization
DQ-01820,CLM043450,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01821,CLM042508,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
DQ-01822,CLM073620,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
DQ-01823,CLM022550,Mixed Capitalization,Low,fire,Fire,Standardized capitalization
DQ-01824,CLM034778,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01825,CLM026783,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01826,CLM033663,Mixed Capitalization,Low,glass,Glass,Standardized capitalization
DQ-01827,CLM018752,Mixed Capitalization,Low,liability,Liability,Standardized capitalization
DQ-01828,CLM022345,Mixed Capitalization,Low,fire,Fire,Standardized capitalization
DQ-01829,CLM020192,Mixed Capitalization,Low,glass,Glass,Standardized capitalization
DQ-01830,CLM073172,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
DQ-01831,CLM042412,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
DQ-01832,CLM044556,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
DQ-01833,CLM073177,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01834,CLM051902,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
DQ-01835,CLM023582,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
DQ-01836,CLM004388,Mixed Capitalization,Low,fire,Fire,Standardized capitalization
DQ-01837,CLM065198,Mixed Capitalization,Low,weather,Weather,Standardized capitalization
DQ-01838,CLM042855,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
DQ-01839,CLM074161,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01840,CLM057684,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
DQ-01841,CLM043026,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01842,CLM048336,Mixed Capitalization,Low,fire,Fire,Standardized capitalization
DQ-01843,CLM035030,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
DQ-01844,CLM010771,Mixed Capitalization,Low,fire,Fire,Standardized capitalization
DQ-01845,CLM058807,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
DQ-01846,CLM033649,Mixed Capitalization,Low,weather,Weather,Standardized capitalization
DQ-01847,CLM055996,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
DQ-01848,CLM072593,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
DQ-01849,CLM060753,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
DQ-01850,CLM034752,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01851,CLM052437,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01852,CLM017628,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01853,CLM032267,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
DQ-01854,CLM011245,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
DQ-01855,CLM004778,Mixed Capitalization,Low,fire,Fire,Standardized capitalization
DQ-01856,CLM058759,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
DQ-01857,CLM065814,Mixed Capitalization,Low,accidental damage,Accidental Damage,Standardized capitalization
DQ-01858,CLM048483,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
DQ-01859,CLM068081,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
DQ-01860,CLM005308,Mixed Capitalization,Low,weather,Weather,Standardized capitalization
DQ-01861,CLM057719,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01862,CLM027523,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
DQ-01863,CLM003574,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
DQ-01864,CLM015440,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
DQ-01865,CLM009175,Mixed Capitalization,Low,weather,Weather,Standardized capitalization
DQ-01866,CLM050952,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01867,CLM060847,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01868,CLM066289,Mixed Capitalization,Low,accidental damage,Accidental Damage,Standardized capitalization
DQ-01869,CLM033070,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
DQ-01870,CLM048332,Mixed Capitalization,Low,liability,Liability,Standardized capitalization
DQ-01871,CLM066479,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
DQ-01872,CLM042046,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01873,CLM061560,Mixed Capitalization,Low,glass,Glass,Standardized capitalization
DQ-01874,CLM014391,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
DQ-01875,CLM057245,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01876,CLM018430,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01877,CLM070321,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
DQ-01878,CLM053488,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01879,CLM058054,Mixed Capitalization,Low,glass,Glass,Standardized capitalization
DQ-01880,CLM011342,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
DQ-01881,CLM020236,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
DQ-01882,CLM030024,Mixed Capitalization,Low,weather,Weather,Standardized capitalization
DQ-01883,CLM017245,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01884,CLM027569,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
DQ-01885,CLM049562,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01886,CLM059255,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
DQ-01887,CLM008643,Mixed Capitalization,Low,fire,Fire,Standardized capitalization
DQ-01888,CLM018556,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01889,CLM053528,Mixed Capitalization,Low,weather,Weather,Standardized capitalization
DQ-01890,CLM062702,Mixed Capitalization,Low,flood,Flood,Standardized capitalization
DQ-01891,CLM047792,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
DQ-01892,CLM058278,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
DQ-01893,CLM007410,Mixed Capitalization,Low,glass,Glass,Standardized capitalization
DQ-01894,CLM009506,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
DQ-01895,CLM040257,Mixed Capitalization,Low,weather,Weather,Standardized capitalization
DQ-01896,CLM017517,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01897,CLM060520,Mixed Capitalization,Low,glass,Glass,Standardized capitalization
DQ-01898,CLM023472,Mixed Capitalization,Low,collision,Collision,Standardized capitalization
DQ-01899,CLM042110,Mixed Capitalization,Low,hail,Hail,Standardized capitalization
DQ-01900,CLM008261,Mixed Capitalization,Low,theft,Theft,Standardized capitalization
DQ-01901,CLM014503,Invalid Claim Type,High,Impact Event,Liability,Restored from the valid Claim_Type_Key mapping
DQ-01902,CLM023487,Invalid Claim Type,High,Impact Event,Glass,Restored from the valid Claim_Type_Key mapping
DQ-01903,CLM010772,Invalid Claim Type,High,Impact Event,Theft,Restored from the valid Claim_Type_Key mapping
